Order_ID,Order_Date,Ship_Date,Ship_Mode,Customer_ID,Customer_Name,Segment,State,Region,Category,Sub_Category,Product_Name,Sales,Quantity,Discount,Profit
ORD-7725-oFd,2024-05-04,2025-04-20,First Class,CUST-9627,,Consumer,Georgia,South,Office Supplies,Storage,Re-contextualized neutral hub,1609.33,5.0,0.08,528.0
ORD-6426-Npk,2025-02-05,2025-04-20,Second Class,CUST-7874,Jessica Rich,Home Office,Texas,West,Office Supplies,Labels,Total multi-state projection,423.49,8.0,0.49,325.3
ORD-6977-RmP,2024-12-31,2025-04-20,Same Day,CUST-8125,Michael Taylor,Consumer,California,South,Office Supplies,Binders,Ameliorated directional customer loyalty,1281.22,5.0,0.21,355.81
ORD-8826-TdC,2024-10-26,2025-04-20,Second Class,CUST-2038,John Johnson,Consumer,Ohio,Central,Technology,Accessories,Extended user-facing leverage,1112.2,1.0,0.41,101.99
ORD-6186-Vxx,2024-07-05,2025-04-20,Same Day,CUST-3844,Edward Barker,Home Office,Georgia,West,Technology,Copiers,Team-oriented needs-based matrices,63.41,1.0,0.08,100.17
ORD-0561-FbM,2024-06-12,2025-04-20,First Class,CUST-3612,Kathleen Schneider,Home Office,Illinois,South,Technology,Machines,,366.95,4.0,0.01,564.72
ORD-2018-FuM,2024-09-21,2025-04-20,Standard Class,CUST-3072,Richard Brown,Home Office,Georgia,South,Office Supplies,Binders,Managed stable encoding,1738.01,8.0,0.49,618.28
ORD-3658-Bif,2024-07-21,,First Class,CUST-0473,Sarah Jones,Corporate,New York,East,Office Supplies,Storage,Progressive system-worthy access,300.81,8.0,0.44,-64.5
ORD-4006-MAs,2025-03-12,2025-04-20,Standard Class,CUST-1484,Jessica Davila,Corporate,Ohio,Central,Furniture,Chairs,Face-to-face bifurcated matrices,106.94,5.0,0.26,736.32
ORD-2892-atT,2024-09-25,2025-04-20,Second Class,CUST-8931,Jeffrey Savage,Consumer,New York,Central,Technology,Accessories,Persistent asynchronous functionalities,1746.16,5.0,0.14,497.97
ORD-6194-ICe,2024-07-30,2025-04-20,Standard Class,CUST-0754,Juan Carrillo,Consumer,California,West,Office Supplies,Binders,Distributed object-oriented secured line,1041.16,6.0,0.39,211.99
ORD-3955-KaN,2025-01-14,2025-04-20,Second Class,CUST-8220,Sean Torres,Consumer,Florida,West,Furniture,Chairs,Ergonomic transitional instruction set,1592.26,9.0,0.31,631.42
ORD-1145-DQq,2025-04-09,2025-04-20,Same Day,CUST-7240,Douglas Patterson,Corporate,Texas,East,Technology,Phones,Managed multimedia utilization,1639.5,1.0,0.24,111.57
ORD-6594-AAt,2024-09-25,2025-04-20,Same Day,CUST-1451,Jerry Hernandez,Home Office,Pennsylvania,West,Office Supplies,Paper,Object-based secondary open architecture,1422.69,1.0,0.37,-81.4
ORD-5528-MuA,2025-01-30,2025-04-20,Second Class,CUST-7310,Christopher Jackson,Corporate,New York,West,Furniture,Tables,Innovative needs-based methodology,269.13,2.0,0.21,563.02
ORD-7379-kEx,2025-01-24,2025-04-20,First Class,CUST-4156,Daniel Santiago,Corporate,Ohio,East,Furniture,Chairs,Persevering logistical groupware,400.74,1.0,0.4,313.48
ORD-2615-WZu,2024-11-09,2025-04-20,First Class,CUST-5056,Kayla Lewis,Corporate,California,East,Furniture,Furnishings,Secured regional matrix,610.28,1.0,0.38,582.37
ORD-9865-Xgh,2024-10-29,2025-04-20,Second Class,CUST-7788,Joel Larson,Consumer,Pennsylvania,East,Technology,Accessories,Multi-channeled upward-trending service-desk,190.65,5.0,0.47,147.84
ORD-9081-Uzs,2024-06-11,2025-04-20,First Class,CUST-6343,Jennifer Kelly,Consumer,California,West,Furniture,Tables,Focused needs-based definition,1434.47,5.0,0.09,554.02
ORD-7711-XWh,2025-02-08,2025-04-20,Second Class,CUST-6012,Matthew Gonzales,Home Office,Georgia,Central,Furniture,Chairs,Configurable background strategy,1399.28,3.0,0.22,757.75
ORD-0680-Qro,2024-12-25,2025-04-20,Same Day,CUST-6512,,Corporate,Florida,West,Furniture,Bookcases,Synergistic non-volatile utilization,821.08,6.0,0.06,-89.68
ORD-8735-bjA,2024-05-23,2025-04-20,Standard Class,CUST-1376,Joseph Holt,Home Office,Illinois,East,Furniture,Furnishings,Seamless zero-defect pricing structure,173.67,8.0,0.06,83.61
ORD-2641-gjN,2024-10-10,2025-04-20,Same Day,CUST-0491,Jennifer Bryant,Consumer,Ohio,Central,Technology,Copiers,Object-based bi-directional website,1970.08,7.0,0.09,-130.39
ORD-0579-csv,2025-03-31,2025-04-20,Second Class,CUST-4130,Anthony Terry,Consumer,Georgia,East,Office Supplies,Pens,Optional bottom-line model,798.78,9.0,0.33,-114.99
ORD-1185-foV,2024-11-19,2025-04-20,Same Day,CUST-0101,Jeffery Contreras,Home Office,Texas,West,Furniture,Furnishings,Profit-focused composite pricing structure,138.77,4.0,0.17,394.96
ORD-1179-iNy,2025-01-09,2025-04-20,Second Class,CUST-9472,David Koch,Corporate,Georgia,Central,Office Supplies,Binders,Synergistic directional core,1531.99,10.0,0.3,556.3
ORD-9591-JGp,2024-06-17,2025-04-20,Standard Class,CUST-4446,Dr. Lawrence Harris,Corporate,Ohio,South,Technology,Machines,Polarized logistical model,1027.71,3.0,0.38,-91.96
ORD-3950-pqy,2024-07-13,2025-04-20,Same Day,CUST-9493,Debbie Winters,Consumer,New York,East,Office Supplies,Labels,Switchable grid-enabled projection,208.21,1.0,0.42,298.13
ORD-4820-xOI,2024-11-09,2025-04-20,Same Day,CUST-4632,Brittany Harrison,Home Office,Pennsylvania,West,Furniture,Tables,Stand-alone zero-defect function,612.48,10.0,0.05,-123.48
ORD-6601-zou,2024-12-25,2025-04-20,Same Day,CUST-2601,Ryan Cunningham,Consumer,Illinois,South,Technology,Machines,Stand-alone asymmetric open system,985.6,5.0,0.27,609.48
ORD-6479-yUg,2025-01-08,2025-04-20,First Class,CUST-7130,Kathleen Kelley,Corporate,Texas,South,Technology,Phones,User-friendly eco-centric hardware,905.73,7.0,0.22,-164.02
ORD-3951-mXf,2024-09-03,2025-04-20,Second Class,CUST-4822,Michael Gonzales,Corporate,Ohio,West,Furniture,Bookcases,,631.79,7.0,0.24,-90.62
ORD-9199-KrG,2025-03-26,2025-04-20,Same Day,CUST-0035,Alex Conner,Corporate,New York,East,Technology,Machines,Diverse non-volatile collaboration,788.86,8.0,0.3,177.8
ORD-0773-GOB,2024-07-04,2025-04-20,Standard Class,CUST-5114,Joseph Wong,Corporate,California,East,Technology,Copiers,Expanded tertiary moderator,1185.02,3.0,0.42,148.88
ORD-1874-egO,2025-02-16,2025-04-20,Standard Class,CUST-8249,Jennifer Schultz,Corporate,Texas,South,Technology,Phones,Progressive directional matrices,696.83,6.0,0.21,-143.55
ORD-1034-eVd,2024-12-02,2025-04-20,Second Class,CUST-1503,Caroline Mccarthy,Home Office,Illinois,East,Furniture,Tables,Future-proofed real-time moratorium,1821.67,2.0,0.43,-85.53
ORD-0502-xqQ,2024-10-25,2025-04-20,Standard Class,CUST-8388,Brittney Fletcher,Consumer,Georgia,South,Furniture,Chairs,Stand-alone 4thgeneration hub,1140.42,7.0,0.13,495.96
ORD-6956-VeC,2025-04-18,2025-04-20,Standard Class,CUST-4413,Chelsea Roberts,Corporate,Ohio,Central,Technology,Phones,Cross-group real-time software,1149.35,,0.05,475.11
ORD-6989-DwH,2024-09-12,2025-04-20,Standard Class,CUST-2363,Linda York,Consumer,Illinois,Central,Office Supplies,Labels,Profit-focused high-level project,1939.16,4.0,0.25,647.33
ORD-7589-JkL,2024-09-21,2025-04-20,Standard Class,CUST-8546,Rebecca Thomas,Corporate,California,Central,Furniture,Tables,Seamless full-range success,1992.49,7.0,0.4,424.57
ORD-8517-kBF,2024-06-26,2025-04-20,Standard Class,CUST-0330,Nicolas Myers,Corporate,Texas,South,Furniture,Chairs,Cross-group next generation intranet,859.94,6.0,0.4,451.54
ORD-5140-mJb,2025-02-12,2025-04-20,Standard Class,CUST-8729,Briana Wilcox,Corporate,Pennsylvania,West,Office Supplies,Storage,Exclusive dedicated complexity,834.49,5.0,0.31,253.23
ORD-3311-NZy,2024-10-17,2025-04-20,First Class,CUST-6944,Dr. Joseph Myers,Home Office,New York,South,Technology,Accessories,Mandatory regional archive,433.78,8.0,0.13,437.93
ORD-1654-tJm,2025-04-19,2025-04-20,First Class,CUST-0263,Cynthia Jackson,Home Office,Florida,Central,Technology,Machines,Visionary foreground support,930.35,4.0,0.08,485.31
ORD-5415-eNu,2024-12-09,2025-04-20,Same Day,CUST-8566,Brandi Moore,Corporate,Texas,West,Office Supplies,Labels,Persistent background definition,1693.47,5.0,0.41,446.04
ORD-1092-Cur,2025-03-02,2025-04-20,Second Class,CUST-9839,James Foley,Corporate,Florida,East,Office Supplies,Storage,Down-sized coherent archive,308.42,1.0,0.12,627.23
ORD-5394-Frw,2024-07-11,2025-04-20,Same Day,CUST-5240,Heather Williams,Corporate,California,West,Office Supplies,Labels,Vision-oriented directional migration,327.12,3.0,0.01,589.67
ORD-9694-lMn,2024-08-06,2025-04-20,Second Class,CUST-0403,Mike Ferguson,Home Office,California,South,Office Supplies,Storage,Proactive non-volatile hierarchy,1566.65,1.0,0.43,-116.07
ORD-8049-uhk,2025-01-19,2025-04-20,First Class,CUST-0009,Henry Edwards,Corporate,Pennsylvania,East,Technology,Copiers,Stand-alone value-added core,799.82,3.0,,370.97
ORD-1506-XYr,2024-07-07,2025-04-20,Standard Class,CUST-1116,Adam Lee,Corporate,Texas,West,Technology,Phones,Re-engineered full-range emulation,1203.64,6.0,0.16,384.33
ORD-5371-Nxd,2025-01-03,2025-04-20,Same Day,CUST-0821,Nicholas Miller,Consumer,New York,East,Office Supplies,Paper,Object-based object-oriented capacity,358.56,5.0,0.22,54.31
ORD-4603-BIf,2025-04-13,2025-04-20,Same Day,CUST-0637,Nicole Villanueva,Home Office,Pennsylvania,East,Technology,Phones,Organic mobile circuit,639.81,7.0,0.24,46.35
ORD-3638-hcO,2024-10-29,2025-04-20,Standard Class,CUST-6779,Reginald Walters,Corporate,Pennsylvania,Central,Office Supplies,Paper,Down-sized 24/7 benchmark,51.94,10.0,0.02,539.45
ORD-8121-ZQE,2024-07-11,2025-04-20,Standard Class,CUST-5671,Kevin Durham,Home Office,Ohio,Central,Furniture,Tables,Reduced context-sensitive methodology,1281.51,6.0,0.45,485.25
ORD-7495-qyv,2025-01-19,2025-04-20,Same Day,CUST-1423,Nicholas Jefferson,Corporate,California,South,Technology,Accessories,Inverse modular knowledge user,1855.74,5.0,0.15,736.32
ORD-0709-yFr,2024-08-09,2025-04-20,Second Class,CUST-4087,Erin Oliver,Consumer,Georgia,Central,Furniture,Bookcases,Ameliorated eco-centric neural-net,1760.14,7.0,0.39,74.04
ORD-6755-ahd,2024-09-28,2025-04-20,Same Day,CUST-9358,Aaron Mitchell,Home Office,Ohio,Central,Furniture,Furnishings,Vision-oriented neutral function,1437.6,2.0,0.41,498.48
ORD-3359-xvn,2024-07-30,2025-04-20,Standard Class,CUST-4799,Jason Taylor,Corporate,Pennsylvania,South,Technology,Phones,Synergistic system-worthy Graphic Interface,1393.47,1.0,0.32,-16.26
ORD-1403-oXu,2024-12-31,2025-04-20,First Class,CUST-4759,Adam Garrison,Corporate,Florida,Central,Office Supplies,Paper,Customer-focused multi-state array,634.31,2.0,0.06,49.6
ORD-4299-AbQ,2025-03-05,2025-04-20,Same Day,CUST-1518,Kevin Smith,Corporate,Georgia,South,Technology,Accessories,Synergized system-worthy core,1748.28,3.0,0.13,487.47
ORD-4348-kSP,2024-08-24,2025-04-20,Second Class,CUST-8322,David Manning,Consumer,Ohio,Central,Office Supplies,Pens,Digitized systematic monitoring,371.96,7.0,0.47,684.34
ORD-1065-MUa,2024-11-14,2025-04-20,First Class,CUST-1296,Mrs. Cheyenne Thompson DDS,Home Office,Florida,East,Furniture,Chairs,Upgradable national initiative,1948.51,4.0,0.13,651.83
ORD-5747-Zvh,2025-03-08,2025-04-20,Same Day,CUST-5191,Ruth Herman,Home Office,Illinois,West,Furniture,Furnishings,Right-sized needs-based archive,187.23,6.0,0.09,367.24
ORD-0475-akA,2024-09-26,2025-04-20,Same Day,CUST-3276,Jennifer King,Home Office,Georgia,East,Furniture,Furnishings,Progressive regional initiative,456.72,4.0,0.1,661.94
ORD-6130-VkZ,2024-10-19,2025-04-20,Same Day,CUST-8224,Gregory Powell,Corporate,New York,South,Office Supplies,Pens,Multi-layered tangible initiative,1714.11,10.0,0.11,624.09
ORD-2947-xPS,2024-06-15,2025-04-20,Same Day,CUST-4449,Darrell Smith,Consumer,Ohio,West,Technology,Accessories,Ameliorated methodical interface,67.26,5.0,0.12,250.98
ORD-1011-xLn,2025-02-12,2025-04-20,Same Day,CUST-1196,Derrick Marshall,Consumer,California,South,Furniture,Bookcases,Centralized zero administration contingency,275.08,6.0,0.49,197.55
ORD-1287-jlj,2024-06-19,2025-04-20,Same Day,CUST-7412,Jessica Drake DDS,Home Office,Illinois,East,Furniture,,Multi-tiered heuristic database,199.61,1.0,0.03,731.06
ORD-3609-gtm,2025-03-28,2025-04-20,First Class,CUST-5625,Bryan Adams,Consumer,Illinois,South,Office Supplies,Pens,Operative well-modulated array,611.99,7.0,0.34,-67.76
ORD-1680-LkH,2024-07-03,2025-04-20,Second Class,CUST-2277,Susan Booth,Corporate,New York,South,Technology,Phones,Monitored leadingedge moderator,1861.35,8.0,0.07,117.32
ORD-6088-FUC,2024-07-28,2025-04-20,Second Class,CUST-3423,William Washington,Corporate,Texas,Central,Technology,Machines,Synergized clear-thinking task-force,97.88,3.0,0.25,773.37
ORD-9865-TED,2025-03-04,2025-04-20,Same Day,CUST-3959,Sharon Cook,Corporate,Illinois,Central,Office Supplies,Pens,Operative needs-based info-mediaries,1038.78,7.0,0.45,115.54
ORD-0076-VpJ,2024-12-14,2025-04-20,Same Day,CUST-0274,Russell Green,Consumer,Florida,West,Office Supplies,Paper,Adaptive dedicated help-desk,118.59,3.0,0.02,60.22
ORD-1926-jgo,2024-08-01,2025-04-20,Same Day,CUST-8649,Julia Harris,Consumer,Georgia,East,Technology,Machines,Synergistic zero-defect help-desk,888.62,9.0,0.24,292.99
ORD-6356-QoZ,2024-10-31,2025-04-20,First Class,CUST-2745,Tiffany Martinez,Corporate,Texas,West,Technology,Accessories,Customizable full-range intranet,1737.66,3.0,0.42,549.94
ORD-3366-HFL,2024-10-17,2025-04-20,Second Class,CUST-3656,Dr. Steve Hawkins,Home Office,California,West,Office Supplies,Storage,Implemented eco-centric open system,838.67,2.0,0.12,298.11
ORD-8468-Csz,2024-10-30,2025-04-20,First Class,CUST-8456,Joel Jones,Corporate,Texas,South,Furniture,Bookcases,Versatile bifurcated collaboration,753.38,2.0,0.42,-46.22
,2024-10-26,2025-04-20,Same Day,CUST-0367,Jimmy Cox,Corporate,Illinois,East,Furniture,Furnishings,Public-key 6thgeneration function,665.56,1.0,0.33,750.9
ORD-3538-TBZ,2024-09-28,2025-04-20,Second Class,CUST-6742,Karen Miller,Consumer,California,Central,Office Supplies,Storage,Multi-layered tertiary paradigm,653.11,1.0,0.37,347.16
ORD-2204-kKU,2024-08-06,2025-04-20,First Class,CUST-0681,Charles Fields,Corporate,Illinois,West,Technology,Machines,Synergistic tertiary capability,487.76,7.0,0.04,652.35
ORD-5331-Mkw,2024-05-13,2025-04-20,Same Day,CUST-0662,Jennifer Cherry,Corporate,New York,East,Furniture,Furnishings,User-friendly executive model,604.11,7.0,0.37,721.7
ORD-3615-dyg,2024-07-02,2025-04-20,Standard Class,CUST-7542,Erin Smith,Home Office,Texas,Central,Technology,Accessories,Enhanced non-volatile throughput,1030.18,8.0,0.22,188.09
ORD-6397-bMZ,2024-10-24,2025-04-20,Same Day,CUST-4687,Pam Guzman,Consumer,Ohio,Central,Office Supplies,Storage,Synergized 24/7 neural-net,1231.6,7.0,0.32,-107.05
ORD-9134-jHY,2024-09-23,2025-04-20,Same Day,CUST-4118,Evelyn Smith,Home Office,Florida,West,Technology,Copiers,Re-contextualized disintermediate frame,1862.03,9.0,0.31,324.68
ORD-2156-fuV,2024-12-06,2025-04-20,Same Day,CUST-6457,John Hicks,Consumer,Georgia,Central,Office Supplies,Labels,Adaptive real-time standardization,305.73,3.0,0.34,100.41
ORD-6495-Xdj,2024-06-19,2025-04-20,Standard Class,CUST-7748,Steven Stanton,Home Office,California,East,Furniture,Furnishings,Devolved exuding hierarchy,1835.43,9.0,0.05,224.91
ORD-7633-vZB,2024-08-16,2025-04-20,Standard Class,CUST-5993,Shawn Kane,Corporate,Illinois,East,Furniture,Furnishings,Business-focused full-range throughput,1539.61,1.0,0.06,
ORD-8497-xhw,2024-09-15,2025-04-20,Same Day,CUST-2203,Sean Davenport,Consumer,Texas,South,Furniture,Tables,Public-key bandwidth-monitored ability,1754.74,5.0,0.16,524.09
ORD-3728-hHp,2024-07-13,2025-04-20,Standard Class,CUST-0945,Michael Webb,Corporate,New York,West,Technology,Machines,Automated 24hour interface,378.32,10.0,0.13,473.41
ORD-6867-juu,2024-12-17,2025-04-20,First Class,CUST-1594,Susan Martin,Consumer,Ohio,East,Office Supplies,Storage,Upgradable upward-trending knowledge user,36.48,8.0,0.23,205.09
ORD-5801-eim,2025-02-02,2025-04-20,Standard Class,CUST-2343,Colleen Smith,Home Office,Pennsylvania,South,Technology,Machines,Focused scalable infrastructure,1611.24,2.0,0.06,-186.12
ORD-6990-pmH,2024-05-14,2025-04-20,Second Class,CUST-4139,Christine Haas,Consumer,Florida,South,Furniture,Chairs,Ergonomic zero-defect benchmark,1300.76,4.0,0.22,426.06
ORD-8671-Qln,2024-05-07,2025-04-20,First Class,CUST-3964,Julia Payne,Corporate,Georgia,West,Technology,Accessories,Re-contextualized incremental moderator,953.24,1.0,0.06,702.42
ORD-7994-cfo,2024-08-28,2025-04-20,Same Day,CUST-2194,Kristen Bryant,Corporate,California,South,Technology,Machines,Reactive upward-trending time-frame,1174.6,4.0,0.15,629.45
ORD-6533-CkC,2024-11-14,2025-04-20,Standard Class,CUST-7483,Heather White,Consumer,Texas,South,Office Supplies,Binders,Open-source 24/7 capability,1959.18,8.0,0.37,395.84
ORD-0182-Sxi,2025-01-16,2025-04-20,First Class,CUST-0110,Joel Williams,Corporate,Ohio,South,Technology,Copiers,Customer-focused reciprocal monitoring,1031.58,10.0,0.47,705.07
ORD-2315-Gmx,2024-09-01,2025-04-20,First Class,CUST-4865,Alex Ware,Home Office,California,South,Office Supplies,Paper,Exclusive high-level analyzer,1157.04,9.0,0.03,692.88
ORD-6527-vWL,2025-01-21,2025-04-20,First Class,CUST-2024,Rebecca Calhoun,Corporate,Pennsylvania,South,Office Supplies,,Adaptive interactive extranet,1398.05,1.0,0.08,526.21
ORD-4892-NLE,2024-07-12,2025-04-20,Same Day,CUST-9975,Aaron Booth,Consumer,Florida,Central,Office Supplies,Pens,Persevering asymmetric groupware,1844.25,8.0,0.07,93.39
ORD-6192-ZtY,2025-02-17,2025-04-20,Same Day,CUST-5756,Laura Abbott,Home Office,Pennsylvania,South,Technology,Machines,Realigned optimizing monitoring,1601.51,3.0,0.31,82.46
ORD-1603-EzA,2024-06-29,2025-04-20,Same Day,CUST-2412,Sarah Lewis,Consumer,New York,West,Technology,Phones,Function-based high-level application,321.07,8.0,0.05,215.98
ORD-0391-Myy,2024-07-01,2025-04-20,Second Class,CUST-7065,Joe Jackson,Consumer,California,East,Office Supplies,Pens,Enhanced modular core,723.99,5.0,0.18,-41.39
ORD-8117-VPS,2025-01-25,2025-04-20,First Class,CUST-4249,Brian Frey,Corporate,Ohio,East,Technology,Phones,Multi-lateral responsive neural-net,1238.95,2.0,0.28,
ORD-9802-KlF,2024-05-15,2025-04-20,,CUST-2372,Elizabeth Smith,Home Office,Illinois,West,Office Supplies,Pens,Pre-emptive explicit open architecture,1708.28,9.0,0.3,-95.86
ORD-1080-eiA,2024-05-07,2025-04-20,Same Day,CUST-6024,Eileen Nguyen,Consumer,Texas,East,Furniture,Furnishings,Networked homogeneous customer loyalty,1648.98,1.0,0.25,-32.95
ORD-6560-KdY,2024-05-11,2025-04-20,Standard Class,CUST-1854,Howard Smith,Consumer,Illinois,South,Furniture,Tables,Profit-focused reciprocal encoding,1526.31,8.0,0.37,
ORD-1320-fLl,2024-05-02,2025-04-20,Standard Class,CUST-4218,Tommy Pena,Consumer,Texas,West,Technology,Copiers,Persistent bottom-line hardware,883.83,7.0,0.38,-193.41
ORD-5978-pbt,2024-09-12,2025-04-20,Standard Class,CUST-4154,Sonya Santana,Home Office,New York,East,Office Supplies,Pens,Face-to-face incremental array,539.37,,0.18,465.0
ORD-7444-Fol,2025-04-02,2025-04-20,Second Class,CUST-2515,Kristina Griffith,Consumer,Ohio,South,Furniture,Furnishings,Cross-group user-facing workforce,1836.86,8.0,0.48,316.16
ORD-5908-THn,2024-07-15,2025-04-20,First Class,CUST-9406,Amanda Little,Corporate,New York,East,Technology,Copiers,Intuitive clear-thinking project,1438.08,9.0,0.47,-115.22
ORD-0938-gZl,2025-03-27,2025-04-20,Second Class,CUST-4400,Timothy House,Corporate,California,South,Office Supplies,Labels,Integrated 3rdgeneration interface,1520.79,3.0,0.45,-142.19
ORD-6954-rll,2024-07-29,2025-04-20,Same Day,CUST-7867,Daniel Morton,Corporate,Illinois,Central,Technology,Copiers,Public-key disintermediate neural-net,,1.0,0.41,700.21
ORD-9982-cbb,2024-05-04,2025-04-20,Same Day,CUST-5979,Robert Walls,Corporate,Florida,South,Technology,Accessories,Fundamental bottom-line alliance,1397.97,7.0,0.39,680.97
ORD-3026-XRh,2024-07-18,2025-04-20,Standard Class,CUST-5527,Roberto Woodward,Corporate,New York,Central,Furniture,Chairs,Open-architected fault-tolerant secured line,435.33,9.0,0.28,321.34
ORD-8897-Akz,2024-08-24,2025-04-20,First Class,CUST-5473,Joanna Ortiz,Consumer,Illinois,West,Technology,Accessories,Profound web-enabled process improvement,1666.14,5.0,0.36,786.95
ORD-8311-Rcn,2024-12-30,2025-04-20,Standard Class,CUST-3470,Thomas Mercer,Corporate,Pennsylvania,East,Furniture,Chairs,Self-enabling encompassing hierarchy,104.99,2.0,0.22,372.44
ORD-2493-WRq,2024-11-21,2025-04-20,Standard Class,CUST-3629,Kyle Martinez,Consumer,Florida,Central,Furniture,Furnishings,Persistent value-added leverage,605.41,10.0,0.34,514.35
ORD-1619-MrT,2024-07-16,2025-04-20,First Class,CUST-4741,Christina Medina,Corporate,Florida,Central,Technology,Accessories,Cross-group optimizing task-force,914.08,3.0,0.36,628.44
ORD-7534-FYs,2025-02-10,2025-04-20,First Class,CUST-2503,Antonio Gardner,Corporate,New York,South,Furniture,Chairs,Horizontal content-based hierarchy,437.42,2.0,0.18,326.26
ORD-8636-eza,2024-06-15,2025-04-20,Standard Class,CUST-7865,Elaine Chavez,Home Office,Georgia,South,Technology,Machines,Integrated hybrid migration,1993.06,8.0,0.37,216.92
ORD-3523-VeQ,2024-05-11,2025-04-20,Second Class,CUST-7941,Marcus Lynn,Corporate,Georgia,West,Furniture,Tables,Function-based zero-defect monitoring,1936.38,9.0,0.43,-81.94
ORD-8176-QcP,2024-06-25,2025-04-20,Same Day,CUST-4160,Jennifer Wilson,Consumer,New York,Central,Furniture,Furnishings,Self-enabling 5thgeneration hub,1844.18,2.0,,208.62
ORD-9941-sap,2025-04-01,2025-04-20,Standard Class,CUST-2395,Ann Arnold,Consumer,New York,,Furniture,Bookcases,Realigned attitude-oriented algorithm,749.22,6.0,0.15,285.93
ORD-8266-yIX,2025-03-21,2025-04-20,Same Day,CUST-8976,Caitlin Vance,,Illinois,Central,Furniture,Tables,Optional neutral alliance,439.01,8.0,0.0,347.54
ORD-9949-daX,2024-10-24,2025-04-20,Same Day,CUST-3114,Sarah Strickland,Corporate,Illinois,South,Furniture,Chairs,Profound explicit capacity,1801.57,7.0,0.24,520.03
ORD-6646-OHI,2024-07-21,2025-04-20,Second Class,CUST-3967,David Burch,Home Office,Georgia,South,Technology,Accessories,Enhanced fresh-thinking forecast,1337.77,3.0,0.43,125.22
ORD-0949-fqH,2025-03-06,2025-04-20,Same Day,CUST-2355,Richard Ayala,Consumer,Ohio,Central,Technology,Machines,Innovative discrete open system,1086.58,8.0,0.37,445.92
ORD-4139-AlD,2024-05-18,2025-04-20,Standard Class,CUST-8147,Robert Romero,Home Office,Texas,East,Furniture,Chairs,Proactive regional interface,392.93,10.0,0.27,557.62
ORD-7610-YQH,2024-06-18,2025-04-20,Same Day,CUST-0292,Jeremy Lloyd,Home Office,California,East,Technology,Accessories,Configurable asynchronous hardware,1319.93,9.0,0.09,-181.03
ORD-6156-uuv,2024-09-22,2025-04-20,Same Day,CUST-9669,Laura Blackwell,Consumer,Pennsylvania,South,Furniture,Tables,Synchronized exuding approach,1181.9,8.0,0.43,-176.74
ORD-9652-Pso,2024-08-26,2025-04-20,Same Day,CUST-1133,Stacy Smith,Consumer,Pennsylvania,South,Office Supplies,Paper,Stand-alone encompassing standardization,521.78,2.0,0.49,341.78
ORD-9038-rrZ,2024-11-12,2025-04-20,Second Class,CUST-4279,Jessica Russell,Corporate,Texas,West,Office Supplies,Paper,Synchronized context-sensitive help-desk,620.52,7.0,0.34,-141.09
ORD-9414-ejO,2024-12-30,2025-04-20,First Class,CUST-9321,Natasha Thomas,Home Office,California,Central,Office Supplies,Paper,Pre-emptive even-keeled orchestration,785.98,6.0,0.07,693.01
ORD-3346-FCh,2025-03-27,2025-04-20,First Class,CUST-3170,Emily Hoffman,Consumer,Florida,West,Office Supplies,Labels,Customer-focused multi-state time-frame,1506.75,10.0,0.12,308.62
ORD-0657-emD,2025-03-14,2025-04-20,First Class,CUST-1326,Kelly Rogers,Corporate,California,Central,Technology,Machines,Centralized demand-driven approach,935.0,7.0,0.03,-171.09
ORD-8929-lqe,2025-01-16,2025-04-20,First Class,CUST-3589,Craig Martin,Corporate,Texas,West,Technology,Accessories,Cross-platform real-time protocol,1528.33,3.0,0.15,206.75
ORD-3404-wZp,2024-10-29,2025-04-20,Second Class,CUST-2558,Evelyn Jenkins,Corporate,New York,West,Furniture,Tables,Exclusive impactful core,1079.7,7.0,0.48,355.15
ORD-2619-ufp,2024-10-29,2025-04-20,Same Day,CUST-4785,April Gonzalez,Home Office,Illinois,West,Furniture,Chairs,Function-based zero tolerance structure,11.08,8.0,0.14,50.89
ORD-5954-MFC,2024-12-10,2025-04-20,Standard Class,CUST-1695,Michael Young,Home Office,Florida,Central,Technology,Machines,Customizable mission-critical structure,100.51,9.0,0.28,100.64
ORD-3840-tEv,2025-01-11,2025-04-20,Second Class,CUST-9606,Carolyn Wells DDS,Home Office,Illinois,South,Office Supplies,Binders,Horizontal 24hour instruction set,429.59,9.0,0.48,118.3
ORD-7472-vuI,,2025-04-20,Standard Class,CUST-4325,Jackie Moreno,Home Office,Georgia,Central,Technology,Copiers,Multi-lateral mobile ability,499.4,6.0,0.17,259.8
ORD-9467-Ihs,2024-12-09,2025-04-20,First Class,CUST-1511,Garrett Thompson,Home Office,New York,East,Technology,Copiers,Synergistic bi-directional paradigm,1221.49,1.0,0.45,472.71
ORD-2920-tfZ,2024-10-10,2025-04-20,Same Day,CUST-2199,Courtney Wu,Corporate,Texas,East,Office Supplies,Storage,Re-engineered attitude-oriented Internet solution,1081.91,8.0,0.34,152.99
ORD-1523-FHo,2025-04-18,2025-04-20,Standard Class,CUST-2209,Donna Aguilar,Corporate,New York,,Office Supplies,Storage,Synergistic client-server open architecture,258.28,6.0,0.47,244.58
ORD-0658-abt,2025-03-07,2025-04-20,Standard Class,CUST-6713,Mark Allen,Home Office,Pennsylvania,West,Furniture,Chairs,Optimized 6thgeneration portal,189.03,10.0,0.31,608.41
